actor2	Caged	ChrisLundquist	ElizabethN	Foggybtmgirl	Haacked	ScarlettSparks	TwP	VxJasonxV	achiu	adelcambre	aden	afeld	alanjrogers	alindeman	alysonla	amateurhuman	ammeep	andrew	antonio	arfon	aroben	arrbee	asenchi	atmos	azizshamim	balevine	benbalter	benogle	bernars	bhuga	bkeepers	bleikamp	bleything	bnferguson	briandoll	brianmario	brntbeer	calavera	cameronmcefee	charliesome	chrishunt	chrissiebrodigan	ckj	cobyism	connors	d2fn	danishkhan	dannygreg	davideg	dbussink	defunkt	derekgr	devinreams	dewski	dgoodlad	dgraham	dice	dreww	dsorkin	eanakashima	emilyistoofunky	erebor	fabianperez	fooforge	furyus	gjtorikian	grantr	gregose	holman	hoolio	izuzak	jakeboxer	jakedouglas	jameswhite	jammur	jasonlong	jasonrudolph	jbarnette	jch	jdennes	jdmaturen	jdpace	jessephus	jesseplusplus	jfryman	jglovier	jgreet	jhosman	jlord	jmickeyd	jnewland	jnunemaker	joewilliams	johndbritton	jonmagic	jonrohan	jordanmccullough	josh	joshaber	joshvera	jroll	jspahrsummers	jssjr	juliamae	kansaichris	kasima	kcshearon	kdaigle	keithduncan	kevinsawicki	kneath	leehuffman	leereilly	leongersing	lildude	lizclink	lukehefson	lynnwallenstein	maddox	mastahyeti	matthewmccullough	mattyoho	mcolyer	mdiep	mdo	meatcoder	mhagger	michaeltwofish	mikemcquaid	mislav	mojombo	mtodd	muan	mutle	nakajima	nathansobo	neverett	newmerator	nickh	niik	nuclearsandwich	orderedlist	paulcbetts	peff	pengwynn	petros	piki	pjhyett	probablycorey	ptoomey3	rachelmyers	raganwald	rathjenc	rick	robrix	rodjek	rothsa	rsanheim	rsese	rtomayko	rubiojr	rubyist	sachinr	samlambert	sbryant	schacon	scottjg	shawndavenport	shayfrendt	shiftkey	simonsj	skalnik	sophiec	southgate	spicycode	spraints	sroberts	sshirokov	steveward	sundaykofax	talniv	tclem	technicalpickles	technoweenie	tekkub	thedaniel	tjl2	tmm1	tnm	tobiasahlin	vmg	watsonian	ymendel	zerowidth
leehuffman	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	4.0	0.0	0.0	2216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	12.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1156.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7716.0	8.0	0.0	0.0	40.0	0.0	0.0	0.0	204.0	0.0	0.0
leereilly	151.0	0.0	0.0	7.0	382.0	0.0	2.0	149.0	0.0	6.0	0.0	15874.0	3.0	153.0	132.0	0.0	0.0	7.0	74.0	441.0	781.0	0.0	0.0	4340.0	0.0	2.0	13216.0	138.0	91.0	503.0	8.0	42.0	78.0	0.0	8.0	401.0	993.0	152.0	574.0	1210.0	559.0	0.0	18.0	554.0	6.0	0.0	0.0	96.0	0.0	87.0	361.0	90.0	14.0	22.0	0.0	70.0	91.0	99.0	2.0	0.0	0.0	3.0	192.0	0.0	2.0	13347.0	36.0	142.0	1328.0	2.0	11517.0	0.0	420.0	1.0	5.0	0.0	11080.0	2276.0	14.0	5071.0	0.0	972.0	0.0	2.0	19.0	56.0	6.0	0.0	5072.0	32.0	33.0	0.0	0.0	19045.0	0.0	52.0	4641.0	374.0	0.0	2.0	832.0	1062.0	0.0	142.0	42.0	0.0	0.0	1880.0	94.0	14.0	244.0	12.0	0.0	0.0	3.0	2.0	6.0	0.0	120.0	313.0	3238.0	34.0	2.0	1.0	74104.0	1.0	0.0	60.0	3.0	179.0	786.0	86.0	26.0	0.0	2.0	18.0	4.0	0.0	0.0	88.0	11.0	0.0	2.0	0.0	35430.0	0.0	0.0	0.0	1.0	52.0	0.0	18.0	0.0	645.0	4.0	0.0	2.0	660.0	240.0	131.0	0.0	3.0	2.0	12.0	94.0	63.0	8.0	21.0	0.0	145.0	0.0	490.0	0.0	147.0	0.0	153.0	6.0	440.0	36.0	6.0	0.0	1200.0	0.0	25063.0	208.0	64.0	0.0	486.0	100.0	1657.0	71.0	488.0	298.0	46.0
leongersing	3.0	12.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1251.0	9.0	0.0	0.0	0.0	9.0	3.0	0.0	270.0	14031.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	6.0	0.0	3.0	0.0	0.0	87.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1818.0	0.0	0.0	0.0	6.0	0.0	483.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	33.0	3363.0	87.0	0.0	5583.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	93.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	78.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	78.0	372.0	3.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	255.0	0.0	0.0	3.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	741.0	6.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	12.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9873.0	0.0	18.0	0.0
lildude	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	554.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	289.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	13267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1929.0	2.0	0.0	0.0	10.0	0.0	0.0	0.0	51.0	0.0	0.0
lizclink	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
lukehefson	1.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	1.0	1.0	0.0	41.0	14.0	0.0	3.0	2.0	0.0	4.0	0.0	1.0	36.0	2.0	0.0	3.0	5.0	0.0	392.0	250.0	0.0	7.0	1.0	0.0	16.0	7.0	2.0	0.0	3.0	34.0	17.0	0.0	0.0	2.0	4.0	342.0	3.0	0.0	0.0	248.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	8.0	4.0	6.0	0.0	38.0	1.0	3.0	2.0	0.0	375.0	3.0	0.0	0.0	0.0	67.0	1.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	3.0	1.0	429.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	1.0	4.0	682.0	1.0	0.0	1553.0	0.0	0.0	19.0	1.0	0.0	0.0	2.0	891.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	65.0	0.0	1.0	0.0	12366.0	0.0	0.0	0.0	3.0	12.0	258.0	1.0	9.0	0.0	0.0	397.0	0.0	0.0	66.0	0.0	1.0	0.0	44.0	59.0	7.0	0.0	0.0	4.0	645.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	1.0	28.0	1.0	0.0	0.0	2.0	0.0	677.0	2.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	1.0	0.0	0.0	3.0	2.0	48.0	2.0	0.0	3.0	163.0	18.0	4.0	0.0	0.0
lynnwallenstein	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	1.0	0.0	0.0	349.0	0.0	445.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	811.0	6.0	0.0	1.0	372.0	1017.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	808.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	1.0	0.0	0.0	274.0	0.0	10.0	1.0	3161.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	52.0	8.0	1.0	0.0	0.0	337.0	0.0	0.0	0.0	350.0	13.0	0.0	1.0	183.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	16.0	4.0	0.0	0.0	773.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0
maddox	38.0	1640.0	6.0	0.0	34.0	0.0	0.0	2398.0	30.0	18.0	2.0	476.0	0.0	468.0	16.0	0.0	0.0	46.0	4.0	50.0	58.0	0.0	820.0	7564.0	54.0	2.0	816.0	0.0	0.0	164.0	0.0	5880.0	12.0	2.0	0.0	796.0	6.0	12.0	1612.0	14.0	0.0	0.0	0.0	384.0	0.0	0.0	24.0	404.0	0.0	0.0	26.0	3164.0	2.0	394.0	14.0	8.0	0.0	796.0	12.0	0.0	0.0	0.0	34.0	0.0	0.0	11958.0	4.0	8.0	410534.0	0.0	1528.0	0.0	56.0	4.0	0.0	0.0	1476.0	304.0	24.0	680.0	0.0	124.0	0.0	2.0	2.0	1188.0	2.0	0.0	62.0	2.0	66.0	2.0	0.0	10.0	14.0	14.0	0.0	10.0	0.0	30.0	0.0	100.0	0.0	800.0	4.0	0.0	0.0	146.0	20.0	12152.0	28.0	0.0	120.0	0.0	0.0	0.0	0.0	4.0	0.0	72.0	6.0	4.0	16.0	0.0	0.0	0.0	6.0	8.0	37914.0	172.0	0.0	10.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	30.0	2.0	0.0	5430.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	102.0	6.0	0.0	0.0	90.0	32.0	1182.0	1176.0	0.0	32.0	0.0	30.0	8.0	4708.0	0.0	0.0	16.0	6.0	144.0	0.0	0.0	0.0	1588.0	82.0	66.0	2.0	0.0	0.0	198.0	15306.0	2570.0	28.0	34140.0	0.0	24.0	16.0	220.0	8.0	56.0	74.0	26.0
mastahyeti	57.0	0.0	6.0	0.0	298.0	0.0	0.0	86.0	2.0	112.0	2.0	863.0	40.0	2188.0	38.0	62.0	0.0	0.0	330.0	130.0	445.0	4627.0	1006.0	4779.0	35.0	31.0	3063.0	0.0	0.0	239.0	14128.0	0.0	144.0	21.0	13.0	519.0	6.0	289.0	254.0	18147.0	38.0	7.0	16.0	3107.0	14.0	0.0	3.0	43.0	3.0	1292.0	758.0	84.0	7.0	74.0	4271.0	166.0	0.0	27.0	30.0	0.0	0.0	797.0	69.0	64.0	30.0	7838.0	106.0	1267.0	93.0	0.0	3098.0	25.0	143.0	4.0	60.0	0.0	3010.0	5009.0	1041.0	1354.0	0.0	272.0	0.0	30.0	214.0	278.0	22.0	0.0	84.0	128.0	72.0	2.0	0.0	81.0	186.0	10494.0	0.0	3680.0	56.0	57.0	0.0	393.0	0.0	32.0	144.0	16.0	0.0	631.0	307.0	52.0	146.0	4.0	313.0	3.0	1.0	0.0	7.0	52.0	72.0	0.0	74.0	72.0	30.0	48.0	87.0	2.0	3.0	32.0	33.0	1016.0	1854.0	472.0	33.0	2.0	10.0	181.0	60.0	0.0	14.0	0.0	148.0	0.0	22.0	130.0	12728.0	6.0	6.0	0.0	0.0	769.0	0.0	352.0	0.0	370.0	26.0	2.0	30.0	848.0	71.0	930.0	11.0	0.0	32.0	0.0	138.0	18.0	289.0	6.0	0.0	63.0	6.0	1456.0	0.0	0.0	20.0	74.0	51.0	265.0	0.0	0.0	7.0	345.0	1621.0	7713.0	63.0	0.0	6.0	3847.0	1410.0	442.0	4077.0	156.0	1072.0	248.0
matthewmccullough	62.0	0.0	0.0	170.0	1766.0	0.0	20.0	2.0	1.0	373.0	0.0	35570.0	0.0	1152.0	1580.0	3.0	0.0	234.0	1190.0	6503.0	963.0	118.0	5.0	1269.0	0.0	1.0	49086.0	250.0	2210.0	71.0	3980.0	0.0	244.0	17.0	65.0	855.0	255266.0	1106.0	2230.0	451.0	4.0	792.0	7.0	26020.0	33.0	0.0	5.0	30.0	0.0	4.0	307.0	2.0	2.0	673.0	0.0	0.0	2220.0	0.0	0.0	12.0	0.0	1637.0	8.0	1.0	3.0	2763.0	2.0	5.0	151282.0	118.0	4483.0	0.0	0.0	0.0	10.0	3887.0	17.0	1003.0	791.0	243.0	1.0	12.0	0.0	0.0	170.0	9416.0	15.0	3.0	764.0	0.0	597.0	273.0	0.0	15508.0	20.0	15.0	806208.0	7568.0	0.0	1.0	40648.0	6.0	0.0	0.0	184.0	2.0	0.0	827.0	0.0	1496.0	788.0	0.0	3238.0	0.0	0.0	0.0	65.0	8.0	6.0	74.0	0.0	1.0	1.0	9.0	12813.0	2.0	3.0	5.0	544.0	5509.0	2.0	7.0	255.0	0.0	0.0	397.0	0.0	3.0	3830.0	5.0	6.0	4.0	214.0	3427.0	3956.0	31.0	120.0	232.0	645.0	13.0	0.0	437.0	0.0	4472.0	0.0	90.0	1.0	299.0	10.0	1713.0	3.0	0.0	0.0	2.0	822.0	39504.0	222.0	290.0	4741.0	163.0	0.0	101.0	1.0	3570.0	0.0	117.0	4.0	389.0	125.0	0.0	0.0	306.0	11.0	313.0	3172.0	50.0	6.0	6.0	15187.0	166.0	1314.0	11.0	49.0	3.0
mattyoho	5.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	3.0	14.0	0.0	269.0	36.0	145.0	4.0	0.0	0.0	1.0	22.0	14.0	58.0	0.0	0.0	144.0	0.0	3.0	13.0	0.0	0.0	16.0	13.0	0.0	6.0	0.0	450.0	39.0	0.0	0.0	23.0	2005.0	9.0	0.0	0.0	14.0	0.0	0.0	24.0	5.0	0.0	86.0	305.0	5.0	1.0	3.0	0.0	12.0	0.0	3.0	2.0	1.0	0.0	0.0	7.0	0.0	5.0	464.0	8.0	84.0	1.0	0.0	385.0	0.0	42.0	0.0	4.0	0.0	371.0	143.0	957.0	169.0	0.0	31.0	0.0	2.0	0.0	2.0	0.0	0.0	9.0	8.0	2.0	2.0	0.0	9.0	0.0	14.0	0.0	4385.0	8.0	0.0	0.0	769.0	0.0	4.0	1.0	0.0	0.0	37.0	7.0	0.0	34.0	0.0	34.0	0.0	0.0	0.0	0.0	1.0	4.0	72.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	527.0	0.0	78.0	216.0	2.0	1.0	12.0	4.0	0.0	0.0	0.0	904.0	0.0	0.0	0.0	1615.0	0.0	0.0	0.0	0.0	50.0	0.0	20.0	0.0	35.0	26.0	0.0	3.0	104.0	458.0	82.0	1.0	0.0	2.0	0.0	5.0	2.0	2.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	17.0	5.0	0.0	32.0	0.0	0.0	0.0	40.0	0.0	683.0	5.0	0.0	0.0	266.0	42.0	57.0	35.0	14.0	24.0	18.0
mcolyer	1.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	49.0	0.0	78.0	0.0	433.0	0.0	0.0	0.0	64.0	27.0	9.0	6.0	0.0	0.0	219.0	361.0	9.0	3.0	10262.0	0.0	238375.0	2.0	0.0	51.0	3.0	1.0	15.0	0.0	4.0	18.0	651.0	1.0	0.0	0.0	88.0	0.0	2527.0	0.0	0.0	0.0	43.0	73.0	3.0	9.0	1.0	56.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	1.0	1.0	5.0	41.0	112.0	0.0	425.0	0.0	0.0	0.0	2.0	361.0	2.0	15.0	99.0	0.0	0.0	0.0	0.0	9.0	0.0	16.0	8.0	0.0	0.0	12.0	1.0	0.0	0.0	9.0	0.0	4.0	0.0	158.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	10.0	3.0	7237.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	16.0	30.0	1.0	2.0	0.0	0.0	0.0	0.0	24.0	1444.0	150256.0	622.0	0.0	383.0	1.0	0.0	0.0	34791.0	2.0	0.0	0.0	0.0	1.0	0.0	80.0	0.0	0.0	0.0	0.0	2.0	1829.0	25.0	8.0	9.0	0.0	4.0	24.0	0.0	1.0	59.0	0.0	43.0	0.0	0.0	1.0	0.0	10.0	0.0	18.0	0.0	0.0	362.0	0.0	23.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	11.0	1444.0	29.0	48.0	1498.0	0.0	3373.0	17.0	1.0	5.0	2.0	7.0	24.0
mdiep	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	18.0	0.0	13.0	27238.0	0.0	0.0	0.0	0.0	291.0	3.0	0.0	1145.0	1326.0	0.0	9.0	0.0	0.0	3.0	86.0	0.0	1.0	1119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	59.0	0.0	0.0	3.0	180.0	0.0	0.0	0.0	39486.0	0.0	0.0	315.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	756.0	0.0	0.0	16.0	1.0	8.0	27.0	0.0	1.0	1.0	0.0	27.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	80.0	267276.0	7723.0	0.0	515626.0	0.0	0.0	0.0	0.0	0.0	3.0	4515.0	0.0	0.0	0.0	1.0	78.0	0.0	0.0	0.0	0.0	0.0	48.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	86.0	1553.0	0.0	138.0	0.0	0.0	0.0	1.0	3.0	0.0	15.0	0.0	10.0	8994.0	0.0	0.0	4.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	55.0	0.0	6.0	180.0	72.0	108.0	0.0	29.0	0.0
mdo	42.0	0.0	0.0	0.0	203.0	0.0	14.0	22.0	0.0	126.0	0.0	342.0	0.0	262.0	24951.0	20.0	0.0	9.0	0.0	4553.0	1.0	3.0	0.0	561.0	50.0	0.0	16269.0	284050.0	0.0	14.0	1147.0	0.0	148200.0	38.0	12642.0	353.0	24.0	529.0	7.0	291.0	0.0	11.0	37139.0	16126.0	101109.0	0.0	0.0	21.0	0.0	0.0	30.0	0.0	10.0	4.0	0.0	0.0	7.0	3.0	0.0	20.0	0.0	2.0	24720.0	60.0	0.0	25508.0	0.0	32.0	13660.0	1.0	83.0	30.0	0.0	0.0	7.0	433.0	0.0	2.0	0.0	88.0	0.0	12.0	0.0	0.0	0.0	13007.0	12383.0	5.0	1097.0	8.0	11.0	0.0	0.0	0.0	93.0	37146.0	45.0	54771.0	0.0	0.0	4.0	0.0	0.0	0.0	185.0	1.0	0.0	290.0	0.0	24753.0	0.0	4.0	74104.0	0.0	1.0	0.0	12366.0	337.0	0.0	87.0	12813.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	33.0	42717.0	2580.0	1.0	24755.0	0.0	0.0	12350.0	0.0	0.0	3.0	0.0	15.0	0.0	42.0	0.0	65.0	21.0	84.0	0.0	0.0	8.0	0.0	5.0	0.0	626.0	0.0	63.0	0.0	37181.0	17.0	178.0	5.0	0.0	0.0	24700.0	13.0	2.0	12504.0	6.0	20.0	36.0	0.0	58.0	1.0	0.0	0.0	0.0	0.0	28.0	74100.0	0.0	10.0	14.0	7.0	1948.0	19.0	6.0	10.0	12.0	10703.0	12355.0	65.0	52.0	23.0	1.0
meatcoder	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0	0.0	0.0	8.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	813.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
mhagger	3.0	0.0	0.0	0.0	45.0	0.0	0.0	36.0	0.0	24.0	0.0	274.0	120.0	9.0	0.0	0.0	0.0	24.0	6.0	3.0	270.0	14119.0	0.0	9.0	0.0	9.0	0.0	0.0	0.0	39.0	3.0	0.0	21.0	0.0	0.0	87.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	57.0	0.0	0.0	30.0	3.0	6.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	9.0	0.0	3.0	0.0	42.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	3.0	0.0	3.0	3.0	0.0	0.0	0.0	18.0	0.0	3.0	0.0	48.0	168.0	12.0	0.0	372.0	0.0	0.0	0.0	0.0	0.0	3.0	244.0	93.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	3.0	3.0	3.0	24.0	0.0	0.0	0.0	0.0	0.0	56346.0	222.0	0.0	3.0	648.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	69.0	1336.0	3.0	0.0	18.0	0.0	0.0	0.0	3.0	0.0	0.0	48.0	87.0	0.0	3.0	18.0	0.0	33.0	0.0	0.0	0.0	0.0	3.0	0.0	747.0	0.0	0.0	33.0	0.0	6.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	51.0	0.0	3.0	21.0	0.0	0.0	0.0	9.0	0.0	9876.0	0.0	21.0	9.0
