actor2	Caged	ChrisLundquist	ElizabethN	Foggybtmgirl	Haacked	ScarlettSparks	TwP	VxJasonxV	achiu	adelcambre	aden	afeld	alanjrogers	alindeman	alysonla	amateurhuman	ammeep	andrew	antonio	arfon	aroben	arrbee	asenchi	atmos	azizshamim	balevine	benbalter	benogle	bernars	bhuga	bkeepers	bleikamp	bleything	bnferguson	briandoll	brianmario	brntbeer	calavera	cameronmcefee	charliesome	chrishunt	chrissiebrodigan	ckj	cobyism	connors	d2fn	danishkhan	dannygreg	davideg	dbussink	defunkt	derekgr	devinreams	dewski	dgoodlad	dgraham	dice	dreww	dsorkin	eanakashima	emilyistoofunky	erebor	fabianperez	fooforge	furyus	gjtorikian	grantr	gregose	holman	hoolio	izuzak	jakeboxer	jakedouglas	jameswhite	jammur	jasonlong	jasonrudolph	jbarnette	jch	jdennes	jdmaturen	jdpace	jessephus	jesseplusplus	jfryman	jglovier	jgreet	jhosman	jlord	jmickeyd	jnewland	jnunemaker	joewilliams	johndbritton	jonmagic	jonrohan	jordanmccullough	josh	joshaber	joshvera	jroll	jspahrsummers	jssjr	juliamae	kansaichris	kasima	kcshearon	kdaigle	keithduncan	kevinsawicki	kneath	leehuffman	leereilly	leongersing	lildude	lizclink	lukehefson	lynnwallenstein	maddox	mastahyeti	matthewmccullough	mattyoho	mcolyer	mdiep	mdo	meatcoder	mhagger	michaeltwofish	mikemcquaid	mislav	mojombo	mtodd	muan	mutle	nakajima	nathansobo	neverett	newmerator	nickh	niik	nuclearsandwich	orderedlist	paulcbetts	peff	pengwynn	petros	piki	pjhyett	probablycorey	ptoomey3	rachelmyers	raganwald	rathjenc	rick	robrix	rodjek	rothsa	rsanheim	rsese	rtomayko	rubiojr	rubyist	sachinr	samlambert	sbryant	schacon	scottjg	shawndavenport	shayfrendt	shiftkey	simonsj	skalnik	sophiec	southgate	spicycode	spraints	sroberts	sshirokov	steveward	sundaykofax	talniv	tclem	technicalpickles	technoweenie	tekkub	thedaniel	tjl2	tmm1	tnm	tobiasahlin	vmg	watsonian	ymendel	zerowidth
jdennes	917.0	0.0	3.0	0.0	1386.0	0.0	24.0	513.0	0.0	40.0	1.0	179.0	0.0	667.0	676.0	0.0	0.0	22.0	0.0	9828.0	345.0	1.0	0.0	15194.0	0.0	0.0	893.0	0.0	0.0	2735.0	1324.0	0.0	0.0	13.0	72.0	1110.0	22.0	230.0	1859.0	468.0	0.0	0.0	0.0	217.0	36.0	0.0	6.0	543.0	0.0	0.0	367.0	509.0	0.0	6.0	0.0	338.0	12.0	507.0	0.0	0.0	0.0	0.0	1017.0	0.0	0.0	74888.0	169.0	338.0	1889.0	1.0	64678.0	0.0	2366.0	2.0	12.0	0.0	62361.0	12678.0	4.0	0.0	0.0	5239.0	0.0	0.0	1.0	33.0	14.0	0.0	1361.0	0.0	1.0	1.0	0.0	4.0	9.0	172.0	45.0	9049.0	0.0	0.0	4.0	4225.0	0.0	676.0	169.0	0.0	0.0	5577.0	511.0	42.0	1183.0	0.0	5071.0	0.0	0.0	0.0	0.0	2.0	680.0	1354.0	243.0	169.0	0.0	0.0	88.0	0.0	0.0	339.0	176.0	2480.0	0.0	338.0	24.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	72.0	0.0	196912.0	36.0	144.0	0.0	0.0	12.0	0.0	0.0	0.0	4617.0	0.0	108.0	0.0	3504.0	1364.0	192.0	2.0	0.0	1.0	0.0	169.0	340.0	264.0	0.0	5.0	736.0	3.0	88.0	0.0	0.0	0.0	849.0	1.0	48.0	1.0	0.0	0.0	6794.0	821.0	108344.0	701.0	0.0	0.0	1014.0	17954.0	9295.0	387.0	1865.0	1549.0	169.0
jdmaturen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0
jdpace	155.0	0.0	0.0	0.0	248.0	0.0	0.0	321.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	402.0	74.0	0.0	0.0	9448.0	0.0	0.0	203.0	0.0	0.0	628.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	504.0	341.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	6.0	80.0	93.0	0.0	36.0	0.0	62.0	0.0	129.0	0.0	0.0	0.0	12.0	186.0	0.0	0.0	13725.0	31.0	62.0	31.0	0.0	11878.0	0.0	434.0	0.0	0.0	0.0	11487.0	2331.0	0.0	5239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0	96.0	120.0	0.0	0.0	0.0	0.0	31.0	0.0	6.0	0.0	0.0	0.0	775.0	0.0	124.0	61.0	0.0	0.0	4497.0	93.0	0.0	217.0	48.0	972.0	0.0	12.0	0.0	0.0	0.0	124.0	272.0	12.0	31.0	0.0	0.0	12.0	6.0	0.0	62.0	18.0	93.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	40717.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	651.0	0.0	0.0	0.0	620.0	248.0	372.0	0.0	0.0	0.0	0.0	187.0	68.0	0.0	72.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	1240.0	0.0	43025.0	148.0	0.0	0.0	306.0	0.0	1705.0	62.0	983.0	279.0	31.0
jessephus	0.0	0.0	0.0	0.0	0.0	279.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jesseplusplus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	6.0	0.0	26.0	0.0	72.0	0.0	0.0	0.0	8.0	13.0	2.0	6.0	0.0	0.0	14.0	0.0	2.0	0.0	0.0	0.0	13.0	2.0	0.0	9.0	0.0	0.0	15.0	0.0	0.0	0.0	602.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	43.0	10.0	0.0	1.0	0.0	7.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	41.0	14.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	11.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	30.0	0.0	2.0	9.0	0.0	0.0	0.0	3.0	0.0	18782.0	104.0	0.0	14.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	1.0	9.0	0.0	4.0	3.0	0.0	1.0	24.0	0.0	22.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	22.0	6.0	0.0	0.0	124.0	17.0	0.0	5.0	0.0	7.0	10.0
jfryman	0.0	0.0	3.0	1.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	581.0	0.0	9.0	0.0	0.0	0.0	1.0	7.0	0.0	7.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	13.0	11.0	0.0	0.0	4.0	0.0	0.0	0.0	19.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	4.0	268.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	855.0	0.0	0.0	0.0	278.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	34.0	7.0	6.0	408.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	2.0	214.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	3.0	685.0	0.0	21.0	0.0	0.0	1.0	492.0	0.0	8.0	0.0	0.0	809.0	1.0	0.0	12.0	0.0	0.0	2.0	0.0	0.0	0.0	52.0	0.0
jglovier	297.0	12.0	6.0	1.0	989.0	0.0	4.0	53.0	166.0	65.0	2.0	2312.0	3.0	542.0	23.0	76.0	0.0	1618.0	14.0	1303.0	732.0	1.0	6.0	861.0	190.0	2.0	19871.0	42.0	13.0	45.0	653.0	45.0	24.0	118.0	16.0	130.0	3162.0	1344.0	74.0	102.0	3.0	51.0	4.0	14057.0	85.0	0.0	0.0	15.0	0.0	0.0	331.0	30.0	44.0	22.0	134.0	5.0	15.0	6.0	0.0	4.0	0.0	0.0	90.0	557.0	0.0	2592.0	0.0	114.0	9266.0	5.0	170.0	114.0	14.0	5.0	3.0	1.0	0.0	76.0	507.0	33.0	1.0	0.0	0.0	2.0	3.0	0.0	83.0	1.0	447.0	3.0	4.0	282.0	0.0	240.0	16.0	176.0	9384.0	3002.0	0.0	0.0	871.0	312.0	0.0	50.0	690.0	1.0	0.0	20.0	8.0	716.0	9.0	0.0	56.0	0.0	0.0	0.0	41.0	6.0	1188.0	278.0	9416.0	2.0	16.0	1.0	13007.0	0.0	6.0	12.0	38030.0	2566.0	9804.0	28.0	251.0	1.0	5.0	3.0	0.0	2.0	1.0	88.0	43.0	496.0	16.0	0.0	2469.0	9.0	30.0	0.0	48.0	2.0	2.0	676.0	0.0	201.0	13.0	18.0	1.0	150.0	40.0	145.0	11.0	0.0	2.0	2.0	20.0	8.0	85.0	3.0	60.0	197.0	6.0	41.0	1.0	21.0	337.0	15.0	37.0	9.0	8.0	0.0	38.0	7.0	1651.0	18.0	58.0	327.0	4.0	336.0	3021.0	5.0	23.0	2.0	43.0	6.0
jgreet	6.0	0.0	0.0	0.0	38.0	8649.0	2.0	16.0	0.0	86.0	0.0	83.0	0.0	73.0	6.0	4.0	0.0	101.0	2.0	651.0	0.0	4.0	0.0	3.0	10.0	1.0	783.0	23.0	0.0	15.0	590.0	0.0	18.0	7.0	7.0	70.0	0.0	105.0	28.0	46.0	0.0	2.0	3.0	701.0	8.0	0.0	2.0	34.0	2.0	0.0	483.0	0.0	3.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	3534.0	0.0	8.0	12.0	0.0	101.0	0.0	6.0	25.0	31.0	12.0	6.0	6.0	0.0	1.0	0.0	0.0	0.0	12.0	14.0	0.0	0.0	31.0	1.0	0.0	83.0	0.0	217.0	0.0	1.0	0.0	0.0	0.0	5.0	88.0	7.0	0.0	765.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	1.0	31.0	42.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	0.0	2.0	22.0	15.0	0.0	8.0	0.0	12383.0	0.0	3.0	2.0	18790.0	3774.0	544.0	1.0	10.0	0.0	0.0	1.0	0.0	0.0	26.0	0.0	283.0	0.0	7.0	12.0	24.0	3.0	12.0	0.0	0.0	3.0	1.0	0.0	403.0	213.0	3.0	9.0	0.0	53.0	3.0	69.0	8.0	0.0	0.0	2.0	9.0	0.0	25.0	0.0	10.0	972.0	0.0	15.0	0.0	0.0	0.0	0.0	13.0	4.0	6.0	589.0	2.0	3.0	3.0	41.0	1349.0	0.0	0.0	36.0	1496.0	1.0	14.0	0.0	2.0	2.0
jhosman	0.0	0.0	0.0	0.0	629.0	1953.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	217.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	91.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	303.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
jlord	46.0	24.0	27.0	0.0	761.0	0.0	0.0	69.0	10.0	2.0	9.0	38049.0	0.0	85.0	294.0	0.0	0.0	14.0	0.0	2078.0	91.0	1.0	12.0	3766.0	18.0	1.0	194570.0	0.0	0.0	211.0	1.0	1032.0	0.0	0.0	1.0	24.0	2946.0	0.0	4904.0	0.0	5.0	262.0	262.0	2068.0	1.0	0.0	8.0	24.0	0.0	0.0	17.0	46.0	348.0	0.0	0.0	16.0	0.0	24.0	4.0	668.0	0.0	0.0	67.0	0.0	3.0	4913.0	9.0	16.0	370.0	0.0	3057.0	0.0	112.0	18.0	0.0	0.0	2953.0	618.0	5.0	1361.0	0.0	248.0	0.0	0.0	9.0	447.0	0.0	169.0	0.0	0.0	22.0	9.0	0.0	22.0	63.0	29.0	0.0	0.0	0.0	10.0	0.0	201.0	0.0	32.0	175.0	262.0	0.0	268.0	60.0	0.0	744.0	0.0	5072.0	0.0	0.0	0.0	429.0	1.0	62.0	84.0	764.0	9.0	0.0	0.0	1097.0	0.0	3.0	16.0	0.0	24.0	0.0	16.0	1411.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	9400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	1.0	160.0	64.0	0.0	167.0	0.0	19.0	0.0	16.0	16.0	0.0	0.0	167.0	32.0	27.0	376.0	262.0	0.0	0.0	40.0	27.0	2086.0	0.0	0.0	0.0	320.0	10537.0	5137.0	1754.0	179.0	334.0	736.0	546.0	607.0	17.0	350.0	119.0	15.0
jmickeyd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0	0.0	6.0	0.0	83.0	0.0	288.0	0.0	0.0	0.0	8.0	46.0	21.0	32.0	0.0	0.0	4479.0	0.0	5.0	0.0	0.0	0.0	13.0	8.0	0.0	18.0	0.0	0.0	65.0	0.0	2000.0	0.0	2388.0	4.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	172.0	21.0	0.0	1.0	24.0	7.0	22.0	0.0	24.0	4.0	0.0	0.0	8.0	2.0	0.0	4.0	24.0	12.0	180.0	14.0	0.0	28.0	0.0	0.0	0.0	8.0	0.0	4.0	44.0	24.0	0.0	0.0	96.0	0.0	5.0	0.0	3.0	1.0	0.0	0.0	0.0	84.0	0.0	0.0	5.0	0.0	8.0	0.0	477.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	2321.0	8.0	0.0	12.0	32.0	32.0	0.0	8.0	0.0	0.0	0.0	2.0	128.0	0.0	8.0	12.0	0.0	8.0	0.0	3.0	72.0	18782.0	194.0	0.0	181.0	0.0	0.0	0.0	24.0	8.0	0.0	0.0	0.0	20.0	0.0	1.0	0.0	64.0	0.0	6.0	0.0	0.0	100.0	1.0	36.0	0.0	16.0	3.0	0.0	4.0	81.0	0.0	327.0	0.0	0.0	4.0	0.0	297.0	0.0	6.0	48.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	1.0	0.0	15517.0	30.0	0.0	0.0	908.0	68.0	0.0	20.0	424.0	28.0	34.0
jnewland	35.0	384.0	0.0	0.0	21.0	0.0	0.0	191.0	55.0	11.0	0.0	228.0	0.0	96.0	0.0	6.0	0.0	67.0	11.0	21.0	326.0	0.0	88.0	9060.0	99.0	1.0	8.0	0.0	0.0	686.0	986.0	0.0	51.0	0.0	0.0	18.0	276.0	418.0	0.0	595.0	1.0	0.0	0.0	90.0	0.0	48.0	44.0	0.0	0.0	43.0	11.0	22.0	0.0	33.0	44.0	5.0	0.0	30.0	23.0	0.0	0.0	10.0	1.0	2.0	1.0	42.0	3.0	41.0	1371.0	1.0	31.0	0.0	24.0	0.0	2.0	0.0	1.0	24.0	39.0	1.0	0.0	120.0	0.0	1.0	0.0	4.0	0.0	0.0	22.0	84.0	0.0	0.0	0.0	5.0	4.0	25.0	113.0	118.0	0.0	55.0	4.0	2726.0	0.0	0.0	0.0	2.0	0.0	2914.0	326.0	2.0	3.0	40.0	33.0	0.0	10.0	0.0	0.0	0.0	66.0	72.0	597.0	2.0	1.0	0.0	11.0	0.0	0.0	0.0	0.0	30.0	4.0	15.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	21.0	55.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	25.0	0.0	9.0	0.0	37.0	12.0	1000.0	1.0	1975.0	0.0	329.0	4638.0	0.0	56.0	0.0	200.0	2.0	1.0	60.0	36.0	0.0	0.0	211.0	0.0	0.0	0.0	4.0	105.0	121.0	0.0	0.0	0.0	0.0	17908.0	19324.0	26.0	66.0	0.0	236.0	39.0	0.0	6.0	528.0	62.0	41.0
jnunemaker	0.0	4.0	3.0	0.0	1.0	0.0	0.0	5.0	5.0	0.0	1.0	288.0	0.0	8666.0	794.0	0.0	0.0	1362.0	1.0	0.0	23.0	0.0	7.0	317.0	0.0	0.0	0.0	179.0	0.0	8.0	77447.0	0.0	0.0	0.0	2.0	786.0	3.0	1106.0	0.0	1623.0	2.0	0.0	0.0	9.0	0.0	2170.0	0.0	0.0	0.0	0.0	0.0	4964.0	0.0	524.0	0.0	282.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	239.0	0.0	0.0	0.0	31.0	0.0	0.0	2.0	0.0	0.0	0.0	14.0	2154.0	1.0	0.0	0.0	0.0	0.0	1.0	282.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	749.0	3.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	4.0	114.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	274.0	2.0	2.0	273.0	2.0	0.0	0.0	0.0	0.0	0.0	88.0	3.0	16.0	0.0	273.0	2.0	0.0	4.0	16.0	0.0	0.0	0.0	0.0	0.0	1088.0	0.0	0.0	549.0	0.0	0.0	0.0	49.0	4.0	0.0	0.0	0.0	552.0	0.0	0.0	8.0	0.0	0.0	0.0	250.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	10.0	5.0	17.0	1.0	0.0	0.0	0.0	0.0	1085.0	1230.0	0.0	0.0	8.0	107.0	66.0	0.0	0.0	2.0	276.0	0.0
joewilliams	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1449.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
johndbritton	0.0	4.0	3.0	0.0	17.0	0.0	1.0	20.0	1.0	29.0	1.0	6793.0	42.0	769.0	32.0	0.0	0.0	21.0	14.0	3.0	129.0	0.0	1.0	754.0	0.0	7.0	3173.0	0.0	0.0	25.0	1679.0	0.0	9.0	3.0	9.0	86.0	5759.0	0.0	162.0	632.0	140.0	23.0	0.0	1639.0	0.0	0.0	17.0	744.0	2.0	49.0	509.0	4.0	6.0	204.0	498.0	5.0	0.0	6.0	1.0	0.0	0.0	0.0	15.0	8.0	16.0	417.0	8.0	41.0	1250.0	0.0	145.0	0.0	14.0	2.0	2.0	0.0	1.0	212.0	742.0	4.0	3.0	0.0	0.0	2.0	34.0	240.0	5.0	0.0	22.0	5.0	5.0	2.0	0.0	0.0	15.0	801.0	15617.0	198.0	2046.0	1.0	2250.0	4659.0	0.0	0.0	13.0	0.0	0.0	51.0	12.0	0.0	18.0	0.0	19045.0	3.0	0.0	1.0	3.0	10.0	10.0	81.0	15508.0	9.0	9.0	0.0	0.0	0.0	18.0	0.0	19335.0	5231.0	395.0	40.0	1089.0	1.0	7.0	6.0	2.0	3.0	0.0	0.0	10.0	0.0	1.0	0.0	1187.0	4.0	0.0	0.0	0.0	28.0	1.0	10.0	0.0	16.0	12.0	250.0	6.0	47.0	0.0	44.0	2.0	3.0	2.0	0.0	54.0	0.0	3.0	0.0	84.0	0.0	3.0	521.0	0.0	0.0	8.0	0.0	17.0	355.0	3.0	6.0	0.0	4.0	843.0	26.0	95.0	9.0	4.0	128.0	70.0	4.0	21.0	10.0	86.0	21.0
jonmagic	2.0	0.0	21.0	0.0	1265.0	0.0	0.0	35.0	0.0	36.0	7.0	20.0	0.0	593.0	2.0	6.0	0.0	11.0	0.0	0.0	69.0	62.0	16.0	2231.0	0.0	0.0	173.0	0.0	0.0	51.0	15399.0	0.0	0.0	0.0	2.0	440.0	4939.0	8.0	4767.0	108.0	0.0	0.0	7.0	163.0	1014.0	0.0	3.0	0.0	0.0	0.0	5.0	14.0	0.0	6.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	6.0	14.0	4.0	0.0	1525.0	0.0	0.0	112.0	0.0	9.0	0.0	132.0	14.0	0.0	0.0	0.0	34.0	2.0	9.0	0.0	0.0	0.0	0.0	7.0	16.0	88.0	2.0	63.0	0.0	4.0	749.0	0.0	15.0	0.0	27.0	0.0	1271.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	2.0	6.0	28.0	254.0	567.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	14.0	186.0	20.0	0.0	0.0	18.0	93.0	0.0	0.0	28.0	0.0	2.0	576.0	6.0	8.0	0.0	14.0	0.0	0.0	0.0	528.0	0.0	48.0	1302.0	12.0	264.0	837.0	0.0	0.0	0.0	1.0	6.0	0.0	34.0	0.0	20.0	0.0	0.0	2.0	0.0	0.0	1102.0	135.0	0.0	7.0	0.0	176.0	0.0	0.0	0.0	0.0	6.0	21.0	59.0	0.0	0.0	2.0	6.0	17.0	0.0	0.0	0.0	0.0	5.0	5677.0	626.0	4.0	4.0	2.0	804.0	354.0	0.0	436.0	3.0	82.0	0.0
