	actor	event_count	event_count_log
93479	logbird	402	2.60422605308447
93480	dobos	402	2.60422605308447
93481	jocelynj	402	2.60422605308447
93482	whilefalse	402	2.60422605308447
93483	Pulover	402	2.60422605308447
93484	randeeshen	402	2.60422605308447
93485	asimurzin	402	2.60422605308447
93486	adrinux	402	2.60422605308447
93487	wgorman	402	2.60422605308447
93488	cnatoli	402	2.60422605308447
93489	abrooks	402	2.60422605308447
93490	BlakeJenningsJohnson	402	2.60422605308447
93491	thomasintveld	402	2.60422605308447
93492	baizar	402	2.60422605308447
93493	arsen-melkumiants	402	2.60422605308447
93494	thextor	402	2.60422605308447
93495	pvencill	402	2.60422605308447
93496	matthewthepc	402	2.60422605308447
93497	riryk	402	2.60422605308447
93498	weidewang	402	2.60422605308447
93499	frapa	402	2.60422605308447
93500	dtudury	402	2.60422605308447
93501	20100922-github	402	2.60422605308447
93502	yinjimmy	402	2.60422605308447
93503	pashazel	402	2.60422605308447
93504	jmarkyston	402	2.60422605308447
93505	Alan01252	402	2.60422605308447
93506	jesseXu	402	2.60422605308447
93507	vncntvandriessche	402	2.60422605308447
93508	westche	402	2.60422605308447
93509	anujsrc	402	2.60422605308447
93510	raid5	402	2.60422605308447
93511	Jdtanacredi	402	2.60422605308447
93512	mattpascoe	402	2.60422605308447
93513	klaas	402	2.60422605308447
93514	evanmcc92	402	2.60422605308447
93515	Petja	402	2.60422605308447
93516	ejoubaud	402	2.60422605308447
93517	masbog	402	2.60422605308447
93518	JamesMcParlane	402	2.60422605308447
93519	kurniawirawan	402	2.60422605308447
93520	LCrongxuan	402	2.60422605308447
93521	Thegmk13	402	2.60422605308447
93522	kraksoft	402	2.60422605308447
93523	skutac	402	2.60422605308447
93524	ams2990	402	2.60422605308447
93525	sharikul	402	2.60422605308447
93526	dhyams	402	2.60422605308447
93527	drimer	402	2.60422605308447
93528	blacklemon67	402	2.60422605308447
93529	bmorganpa	402	2.60422605308447
93530	pepoviola	402	2.60422605308447
93531	bobchennan	402	2.60422605308447
93532	krisk0	402	2.60422605308447
93533	orangemug	402	2.60422605308447
93534	rgs	402	2.60422605308447
93535	cgack	402	2.60422605308447
93536	mkleemann	402	2.60422605308447
93537	justinjpacheco	402	2.60422605308447
93538	maxfeldman14	402	2.60422605308447
93539	flamusdiu	402	2.60422605308447
93540	humanoidanalog	402	2.60422605308447
93541	thegiive	402	2.60422605308447
93542	hoosierdaddy	402	2.60422605308447
93543	dotzero	402	2.60422605308447
93544	wadewilliams	402	2.60422605308447
93545	MeetDom	402	2.60422605308447
93546	axhm3a	402	2.60422605308447
93547	bmpasini	402	2.60422605308447
93548	JackieBoss1972	402	2.60422605308447
93549	michaeaj	402	2.60422605308447
93550	gvl	402	2.60422605308447
93551	zafar-saleem	402	2.60422605308447
93552	Kobayakawa	402	2.60422605308447
93553	tdkn	402	2.60422605308447
93554	AxTheB	402	2.60422605308447
93555	THeK3nger	402	2.60422605308447
93556	qnub	402	2.60422605308447
93557	rFlex	402	2.60422605308447
93558	stuszynski	402	2.60422605308447
93559	zqfan	402	2.60422605308447
93560	swistak35	402	2.60422605308447
93561	monstah	402	2.60422605308447
93562	JoseExposito	402	2.60422605308447
93563	rhowlett	402	2.60422605308447
93564	AlexWebr	402	2.60422605308447
93565	duivvv	402	2.60422605308447
93566	Sambrothza	402	2.60422605308447
93567	facebook-github-bot	402	2.60422605308447
93568	workflo	402	2.60422605308447
93569	tustin2121	402	2.60422605308447
93570	masa8	402	2.60422605308447
93571	mrcapp	402	2.60422605308447
93572	code4pub	402	2.60422605308447
93573	ThatGeoGuy	402	2.60422605308447
93574	thiloplanz	402	2.60422605308447
93575	McSquibbly	402	2.60422605308447
93576	sealemar	402	2.60422605308447
93577	OrangeTux	402	2.60422605308447
93578	PaulSamways	402	2.60422605308447
93579	supasate	402	2.60422605308447
93580	privatecore	402	2.60422605308447
93581	taoh	402	2.60422605308447
93582	rjcoelho	402	2.60422605308447
93583	FroilanShotokan	402	2.60422605308447
93584	kareem-abdelsalam	402	2.60422605308447
93585	jahvi	402	2.60422605308447
93586	nkrinner	402	2.60422605308447
93587	LoadingPleaseWait	402	2.60422605308447
93588	kri5	402	2.60422605308447
93589	jylauril	402	2.60422605308447
93590	melvinmt	402	2.60422605308447
93591	technocake	402	2.60422605308447
93592	wpannell	402	2.60422605308447
93593	klevtsurvs	402	2.60422605308447
93594	simar7	402	2.60422605308447
93595	rubanm	402	2.60422605308447
93596	tamy0612	402	2.60422605308447
93597	divramod	402	2.60422605308447
93598	fambon	402	2.60422605308447
93599	waywalker	402	2.60422605308447
93600	oriyao	402	2.60422605308447
93601	jorisdormans	402	2.60422605308447
93602	chiteri	402	2.60422605308447
93603	tiemei	402	2.60422605308447
93604	mantone	402	2.60422605308447
93605	dazhaoniel	402	2.60422605308447
93606	erickzanardo	402	2.60422605308447
93607	Jcdroid-CJ	402	2.60422605308447
93608	JoeyJiao	402	2.60422605308447
93609	slspeek	402	2.60422605308447
93610	drrobotnik	402	2.60422605308447
93611	kirillsev	402	2.60422605308447
93612	vimtaku	402	2.60422605308447
93613	kluikens	402	2.60422605308447
93614	mcamara	402	2.60422605308447
93615	davidrupp	402	2.60422605308447
93616	johnlayton	402	2.60422605308447
93617	paiweilai1984	402	2.60422605308447
93618	isilanes	402	2.60422605308447
93619	budgefeeney	402	2.60422605308447
93620	dgrant069	402	2.60422605308447
93621	idrozd	402	2.60422605308447
93622	watashi	402	2.60422605308447
93623	eviltik	402	2.60422605308447
93624	mardif	402	2.60422605308447
93625	AlexDisler	402	2.60422605308447
93626	samsul123456	402	2.60422605308447
93627	mpugach	402	2.60422605308447
93628	The2ndOne3	402	2.60422605308447
93629	mesk41in	402	2.60422605308447
93630	yakutori	402	2.60422605308447
93631	johncjensen	402	2.60422605308447
93632	jpeeler	402	2.60422605308447
93633	YouYouCook	402	2.60422605308447
93634	arathyjan	402	2.60422605308447
93635	Chronoer	402	2.60422605308447
93636	TheDrunkMafia	402	2.60422605308447
93637	qinwenzhou	402	2.60422605308447
93638	Rushmead	402	2.60422605308447
93639	SlyOne	402	2.60422605308447
93640	snowair	402	2.60422605308447
93641	jclanoe	402	2.60422605308447
93642	szabcsee	402	2.60422605308447
93643	nejc92	402	2.60422605308447
93644	spoulson	402	2.60422605308447
93645	Firefishy	402	2.60422605308447
93646	mull	402	2.60422605308447
93647	amelentev	401	2.603144372620182
93648	rdlarkins	401	2.603144372620182
93649	riverspirit	401	2.603144372620182
93650	olanmatt	401	2.603144372620182
93651	dan5	401	2.603144372620182
93652	macaubas	401	2.603144372620182
93653	daly	401	2.603144372620182
93654	mbulat	401	2.603144372620182
93655	metawatchclient	401	2.603144372620182
93656	lipop	401	2.603144372620182
93657	whitead	401	2.603144372620182
93658	tiseheaini	401	2.603144372620182
93659	tahein	401	2.603144372620182
93660	horong54	401	2.603144372620182
93661	rcullito	401	2.603144372620182
93662	bryanbraun	401	2.603144372620182
93663	ksimek	401	2.603144372620182
93664	th3mon	401	2.603144372620182
93665	clpo13	401	2.603144372620182
93666	jeanmatheussouto	401	2.603144372620182
93667	imvkmark	401	2.603144372620182
93668	owainm	401	2.603144372620182
93669	gregzakharov	401	2.603144372620182
93670	elliotboney	401	2.603144372620182
93671	bolknote	401	2.603144372620182
93672	myersguo	401	2.603144372620182
93673	matthelm	401	2.603144372620182
93674	andrea-adami	401	2.603144372620182
93675	IronSummitMedia	401	2.603144372620182
93676	drake01	401	2.603144372620182
93677	ajv857	401	2.603144372620182
93678	carlos-wong	401	2.603144372620182
93679	mateuszj	401	2.603144372620182
93680	bennullgraham	401	2.603144372620182
93681	jassok	401	2.603144372620182
93682	shyamupa	401	2.603144372620182
93683	Nyarlygames	401	2.603144372620182
93684	joenorton	401	2.603144372620182
93685	salazarm	401	2.603144372620182
93686	jusplayinmybass	401	2.603144372620182
93687	SteveMarshall	401	2.603144372620182
93688	skinbark	401	2.603144372620182
93689	edymtt	401	2.603144372620182
93690	denkhaus	401	2.603144372620182
93691	m-Peter	401	2.603144372620182
93692	hailinzeng	401	2.603144372620182
93693	tjreo	401	2.603144372620182
93694	DarthFeder	401	2.603144372620182
93695	Charlie610790	401	2.603144372620182
93696	Alexandersax	401	2.603144372620182
93697	smyrgl	401	2.603144372620182
93698	nkadel	401	2.603144372620182
93699	oshihirii	401	2.603144372620182
93700	boblauer	401	2.603144372620182
93701	aef-	401	2.603144372620182
93702	antons	401	2.603144372620182
93703	plugn	401	2.603144372620182
93704	frizull	401	2.603144372620182
93705	mohan43u	401	2.603144372620182
93706	shaitanelnifi	401	2.603144372620182
93707	RavnTM	401	2.603144372620182
93708	sanga	401	2.603144372620182
93709	imor	401	2.603144372620182
93710	tooooolong	401	2.603144372620182
93711	ablake	401	2.603144372620182
93712	bpipat	401	2.603144372620182
93713	xulongnr	401	2.603144372620182
93714	jeffhodnett	401	2.603144372620182
93715	MelHarbour	401	2.603144372620182
93716	dhendo	401	2.603144372620182
93717	maestrith	401	2.603144372620182
93718	AndersAbel	401	2.603144372620182
93719	tomazy	401	2.603144372620182
93720	LiAndWu	401	2.603144372620182
93721	tuhao	401	2.603144372620182
93722	isglazunov	401	2.603144372620182
93723	Multitallented	401	2.603144372620182
93724	leathersole	401	2.603144372620182
93725	joncave	401	2.603144372620182
93726	ubicity-principal	401	2.603144372620182
93727	gimlidc	401	2.603144372620182
93728	mharizanov	401	2.603144372620182
93729	mwagner81	401	2.603144372620182
93730	PachiSystems	401	2.603144372620182
93731	Alex-dandan	401	2.603144372620182
93732	Elisha4700	401	2.603144372620182
93733	bambooforest	401	2.603144372620182
93734	cknauf	401	2.603144372620182
93735	gilmatryx	401	2.603144372620182
93736	nickread	401	2.603144372620182
93737	wpp	401	2.603144372620182
93738	maciek-kemnitz	401	2.603144372620182
93739	dimV36	401	2.603144372620182
93740	benradford	401	2.603144372620182
93741	kenhoff	401	2.603144372620182
93742	lampeh	401	2.603144372620182
93743	AntonStoeckl	401	2.603144372620182
93744	Boohbah	401	2.603144372620182
93745	nishimotz	401	2.603144372620182
93746	sumothecat	401	2.603144372620182
93747	usami-k	401	2.603144372620182
93748	eugenelee	401	2.603144372620182
93749	gutobenn	401	2.603144372620182
93750	MatthewFluet	401	2.603144372620182
93751	isaacwhite	401	2.603144372620182
93752	dlrust	401	2.603144372620182
93753	marcofreda527	401	2.603144372620182
93754	geoportal-arcal	401	2.603144372620182
93755	drdeath86	401	2.603144372620182
93756	patrickwestphal	401	2.603144372620182
93757	UnclearWall	401	2.603144372620182
93758	agrbin	401	2.603144372620182
93759	ReshNesh	401	2.603144372620182
93760	josephpconley	401	2.603144372620182
93761	mr-krille	401	2.603144372620182
93762	jthreatt4	401	2.603144372620182
93763	kmac17	401	2.603144372620182
93764	jarikomppa	401	2.603144372620182
93765	westinedu	401	2.603144372620182
93766	opichals	401	2.603144372620182
93767	kolinw	401	2.603144372620182
93768	geoffcorey	401	2.603144372620182
93769	pipt	401	2.603144372620182
93770	mfilej	401	2.603144372620182
93771	futaris	401	2.603144372620182
93772	stympy	401	2.603144372620182
93773	fephsun	401	2.603144372620182
93774	teragoon	401	2.603144372620182
93775	ryanturner	401	2.603144372620182
93776	Fodi69	401	2.603144372620182
93777	banbanchs	401	2.603144372620182
93778	croaker	401	2.603144372620182
93779	WWOL	401	2.603144372620182
93780	JeffreyZksun	401	2.603144372620182
93781	memuller	401	2.603144372620182
93782	silviud	401	2.603144372620182
93783	ebertti	401	2.603144372620182
93784	JakubOnderka	401	2.603144372620182
93785	nicobrevin	401	2.603144372620182
93786	vezquex	401	2.603144372620182
93787	prajwalkman	401	2.603144372620182
93788	3AD	401	2.603144372620182
93789	Oxyd	401	2.603144372620182
93790	pedantic-git	401	2.603144372620182
93791	dkoper	401	2.603144372620182
93792	jesmarquez	401	2.603144372620182
93793	GoodLuckBamboo	401	2.603144372620182
93794	xpessoles	401	2.603144372620182
93795	jkrug	401	2.603144372620182
93796	tiagoneves	401	2.603144372620182
93797	rsahai91	401	2.603144372620182
93798	rdparker	401	2.603144372620182
93799	dwightjack	401	2.603144372620182
93800	pocketkk	401	2.603144372620182
93801	tub78	401	2.603144372620182
93802	gonzoid	401	2.603144372620182
93803	yorrick	401	2.603144372620182
93804	gnaughton	401	2.603144372620182
93805	evilseanbot	401	2.603144372620182
93806	netom	401	2.603144372620182
93807	amanjeev	401	2.603144372620182
93808	nelson1212	401	2.603144372620182
93809	jhung	401	2.603144372620182
93810	andreirusu	401	2.603144372620182
93811	tvcutsem	401	2.603144372620182
93812	ray-dong	401	2.603144372620182
93813	markupboy	401	2.603144372620182
93814	ZaiSL	401	2.603144372620182
93815	keremk	401	2.603144372620182
93816	annismckenzie	401	2.603144372620182
93817	bydga	401	2.603144372620182
93818	YLivay	401	2.603144372620182
93819	brendanwhitfield	401	2.603144372620182
93820	4f6f3b	401	2.603144372620182
93821	oxlade39	401	2.603144372620182
93822	anthonyappcard	401	2.603144372620182
93823	tarkenfire	401	2.603144372620182
93824	stoplion	401	2.603144372620182
93825	mrmorphic	401	2.603144372620182
93826	andresgregoire	401	2.603144372620182
93827	caiges	401	2.603144372620182
93828	akshayhegde	401	2.603144372620182
93829	ryanmerritt	401	2.603144372620182
93830	dragos-constantin-stoica	401	2.603144372620182
93831	axplus	401	2.603144372620182
93832	tapi	401	2.603144372620182
93833	danielnaranjo	401	2.603144372620182
93834	coli	401	2.603144372620182
93835	andrelevi	401	2.603144372620182
93836	bjfletcher	401	2.603144372620182
93837	cheniel	401	2.603144372620182
93838	spaelling	401	2.603144372620182
93839	kuruoujou	401	2.603144372620182
93840	calebx	401	2.603144372620182
93841	markiz	401	2.603144372620182
93842	YuukanOO	401	2.603144372620182
93843	dane-unltd	401	2.603144372620182
93844	pandaops	401	2.603144372620182
93845	danreedy	401	2.603144372620182
93846	neilnorthrop	401	2.603144372620182
93847	CometSign	401	2.603144372620182
93848	cerebrum	401	2.603144372620182
93849	elizabetht	401	2.603144372620182
93850	dbaupp	401	2.603144372620182
93851	gidili	401	2.603144372620182
93852	contactsamie	401	2.603144372620182
93853	Dayananda87	401	2.603144372620182
93854	nladart	401	2.603144372620182
93855	dapage	401	2.603144372620182
93856	pgaultier	401	2.603144372620182
93857	miziomon	401	2.603144372620182
93858	jbruno2	401	2.603144372620182
93859	rfsantos1996	401	2.603144372620182
93860	victorwpbastos	401	2.603144372620182
93861	DanBrooker	401	2.603144372620182
93862	JAStanton	401	2.603144372620182
93863	cmalven	401	2.603144372620182
93864	subh007	401	2.603144372620182
93865	salamichel	401	2.603144372620182
93866	jfontignie	401	2.603144372620182
93867	jquelin	401	2.603144372620182
93868	steffenrs	401	2.603144372620182
93869	stcatz	401	2.603144372620182
93870	DeTeam	401	2.603144372620182
93871	barnabyc	401	2.603144372620182
93872	n1ck3	401	2.603144372620182
93873	constcast	401	2.603144372620182
93874	ybrs	401	2.603144372620182
93875	marcelgruenauer	401	2.603144372620182
93876	okofish	401	2.603144372620182
93877	ApalapA	401	2.603144372620182
93878	mathematiker	401	2.603144372620182
93879	hacman	401	2.603144372620182
93880	suweller	401	2.603144372620182
93881	mtrencseni	401	2.603144372620182
93882	Clans	401	2.603144372620182
93883	tylerhoran	401	2.603144372620182
93884	Luxelin	401	2.603144372620182
93885	chrisjacob	401	2.603144372620182
93886	bobjflong	401	2.603144372620182
93887	ntoad	401	2.603144372620182
93888	shkh	401	2.603144372620182
93889	YakovSirotkin	401	2.603144372620182
93890	samstefan	401	2.603144372620182
93891	GabrieleCocco	401	2.603144372620182
93892	babyking	401	2.603144372620182
93893	pect0ral	401	2.603144372620182
93894	StasKoval	401	2.603144372620182
93895	Comrade42	401	2.603144372620182
93896	romanroset	401	2.603144372620182
93897	stroud109	401	2.603144372620182
93898	davidmars	401	2.603144372620182
93899	metalkarlos	401	2.603144372620182
93900	t3chn0r	401	2.603144372620182
93901	tkoski	400	2.6020599913279625
93902	keen99	400	2.6020599913279625
93903	pyropeter	400	2.6020599913279625
93904	fadenb	400	2.6020599913279625
93905	patrickward	400	2.6020599913279625
93906	lolindrath	400	2.6020599913279625
93907	foxed	400	2.6020599913279625
93908	lazarm	400	2.6020599913279625
93909	Nico44	400	2.6020599913279625
93910	SilverT	400	2.6020599913279625
93911	JiriKolarik	400	2.6020599913279625
93912	vadimzalunin	400	2.6020599913279625
93913	srw	400	2.6020599913279625
93914	cometpeak	400	2.6020599913279625
93915	dihydrogenmonoxide	400	2.6020599913279625
93916	StefanHagen	400	2.6020599913279625
93917	landgraf	400	2.6020599913279625
93918	gregoberfield	400	2.6020599913279625
93919	teammixture	400	2.6020599913279625
93920	artch	400	2.6020599913279625
93921	sindney	400	2.6020599913279625
93922	iharosi	400	2.6020599913279625
93923	alessandrofrancesconi	400	2.6020599913279625
93924	JDCofficial	400	2.6020599913279625
93925	acomisario	400	2.6020599913279625
93926	mikemeding	400	2.6020599913279625
93927	Mystfit	400	2.6020599913279625
93928	HazemKhaled	400	2.6020599913279625
93929	Fantu	400	2.6020599913279625
93930	tc	400	2.6020599913279625
93931	rkoesters	400	2.6020599913279625
93932	brycv	400	2.6020599913279625
93933	tdebarochez	400	2.6020599913279625
93934	epuzanov	400	2.6020599913279625
93935	mcron	400	2.6020599913279625
93936	maverickmw	400	2.6020599913279625
93937	themadcreator	400	2.6020599913279625
93938	liuexp	400	2.6020599913279625
93939	kehrwoche	400	2.6020599913279625
93940	garimajoshi	400	2.6020599913279625
93941	atomaths	400	2.6020599913279625
93942	shijiayun	400	2.6020599913279625
93943	aplassard	400	2.6020599913279625
93944	martyn-w	400	2.6020599913279625
93945	tinybeans	400	2.6020599913279625
93946	biggestT	400	2.6020599913279625
93947	JimRuss	400	2.6020599913279625
93948	blaresoutba	400	2.6020599913279625
93949	tcopple	400	2.6020599913279625
93950	fabiomaffioletti	400	2.6020599913279625
93951	bzEq	400	2.6020599913279625
93952	dgibbs64	400	2.6020599913279625
93953	htxiong	400	2.6020599913279625
93954	gregt101	400	2.6020599913279625
93955	aeckhoff	400	2.6020599913279625
93956	TeMPOraL	400	2.6020599913279625
93957	SarahTheres	400	2.6020599913279625
93958	AliceCengal	400	2.6020599913279625
93959	wongwf82	400	2.6020599913279625
93960	dubov94	400	2.6020599913279625
93961	eborden	400	2.6020599913279625
93962	danmey	400	2.6020599913279625
93963	magicpriest	400	2.6020599913279625
93964	xandayn	400	2.6020599913279625
93965	trenskow	400	2.6020599913279625
93966	codelance	400	2.6020599913279625
93967	EliMor	400	2.6020599913279625
93968	ryananthony	400	2.6020599913279625
93969	Saidbek	400	2.6020599913279625
93970	miggaiowski	400	2.6020599913279625
93971	doozan	400	2.6020599913279625
93972	nagakiatsushi	400	2.6020599913279625
93973	juuliabellcom	400	2.6020599913279625
93974	rajasoun	400	2.6020599913279625
93975	tiancaiamao	400	2.6020599913279625
93976	lpiob	400	2.6020599913279625
93977	stroupaloop	400	2.6020599913279625
93978	Blair2004	400	2.6020599913279625
93979	gnaray	400	2.6020599913279625
93980	GWRon	400	2.6020599913279625
93981	acairns	400	2.6020599913279625
93982	jfsantos	400	2.6020599913279625
93983	siddiquepk	400	2.6020599913279625
93984	GustavoCaso	400	2.6020599913279625
93985	firogh	400	2.6020599913279625
93986	usareview	400	2.6020599913279625
93987	a-yamada24	400	2.6020599913279625
93988	lesiak	400	2.6020599913279625
93989	omailson	400	2.6020599913279625
93990	Code-Craft	400	2.6020599913279625
93991	nwidger	400	2.6020599913279625
93992	fotanus	400	2.6020599913279625
93993	godie007	400	2.6020599913279625
93994	Sirikon	400	2.6020599913279625
93995	kemayo	400	2.6020599913279625
93996	fgrimme	400	2.6020599913279625
93997	wbsimms	400	2.6020599913279625
93998	munnadroid	400	2.6020599913279625
93999	badtoyz	400	2.6020599913279625
94000	EiNSTeiN-	400	2.6020599913279625
94001	chinarosten	400	2.6020599913279625
94002	amilaperera	400	2.6020599913279625
94003	raelmax	400	2.6020599913279625
94004	NuPogodi	400	2.6020599913279625
94005	bwtimm	400	2.6020599913279625
94006	ps2dude756	400	2.6020599913279625
94007	kpietrow	400	2.6020599913279625
94008	sonialin	400	2.6020599913279625
94009	andydenenberg	400	2.6020599913279625
94010	genthaler	400	2.6020599913279625
94011	marcinwyszynski	400	2.6020599913279625
94012	lascar	400	2.6020599913279625
94013	shahzadmajeed	400	2.6020599913279625
94014	luandroid	400	2.6020599913279625
94015	bentford	400	2.6020599913279625
94016	tonni4427	400	2.6020599913279625
94017	delleceste	400	2.6020599913279625
94018	blairprophett	400	2.6020599913279625
94019	prabhjotSL	400	2.6020599913279625
94020	ugorji	400	2.6020599913279625
94021	bobpaulin	400	2.6020599913279625
94022	bobisjan	400	2.6020599913279625
94023	unicornzero	400	2.6020599913279625
94024	Navgeet	400	2.6020599913279625
94025	webspinner	400	2.6020599913279625
94026	pensivearchitect	400	2.6020599913279625
94027	ziuchkovski	400	2.6020599913279625
94028	youtaya	400	2.6020599913279625
94029	D-Land	400	2.6020599913279625
94030	opscode-cookbooks	400	2.6020599913279625
94031	pavelfatin	400	2.6020599913279625
94032	davidbeijinho	400	2.6020599913279625
94033	leandronsp	400	2.6020599913279625
94034	Sheepsteak	400	2.6020599913279625
94035	mstum	400	2.6020599913279625
94036	tokkee	400	2.6020599913279625
94037	cheh	400	2.6020599913279625
94038	AndyLampert	400	2.6020599913279625
94039	thebinarypenguin	400	2.6020599913279625
94040	erikflowers	400	2.6020599913279625
94041	jackywei	400	2.6020599913279625
94042	erangeljr	400	2.6020599913279625
94043	Nitr	400	2.6020599913279625
94044	Mobbit	400	2.6020599913279625
94045	ethinx	400	2.6020599913279625
94046	jzhanglsw	400	2.6020599913279625
94047	mnyeste	400	2.6020599913279625
94048	kaibosh	400	2.6020599913279625
94049	weisslj	400	2.6020599913279625
94050	xinglie	400	2.6020599913279625
94051	simodalla	400	2.6020599913279625
94052	mengeln	400	2.6020599913279625
94053	Will-Smelser	400	2.6020599913279625
94054	satyago	400	2.6020599913279625
94055	tychosci	400	2.6020599913279625
94056	Attsun1031	400	2.6020599913279625
94057	MattAttack	400	2.6020599913279625
94058	Goasd	400	2.6020599913279625
94059	eriknordlund	400	2.6020599913279625
94060	zahidmahir	400	2.6020599913279625
94061	jack7890	400	2.6020599913279625
94062	wallnuss	400	2.6020599913279625
94063	shawnrice	400	2.6020599913279625
94064	kdawes	400	2.6020599913279625
94065	dangoodman	400	2.6020599913279625
94066	BCWoodard	400	2.6020599913279625
94067	RaresAmbrus	400	2.6020599913279625
94068	Tangdixi	400	2.6020599913279625
94069	pashakhan232	400	2.6020599913279625
94070	cowlby	400	2.6020599913279625
94071	nielsdoorn	400	2.6020599913279625
94072	peterschilling	400	2.6020599913279625
94073	evanrolfe	400	2.6020599913279625
94074	MaxJohnson	400	2.6020599913279625
94075	adgad	400	2.6020599913279625
94076	belhyun	400	2.6020599913279625
94077	Lunanne	400	2.6020599913279625
94078	artiomchi	400	2.6020599913279625
94079	wrow	400	2.6020599913279625
94080	NikolaySuslov	400	2.6020599913279625
94081	tjerkw	400	2.6020599913279625
94082	faruk	400	2.6020599913279625
94083	xandermansmom	400	2.6020599913279625
94084	rbelem	400	2.6020599913279625
94085	brannonlucas	400	2.6020599913279625
94086	bkonowitz	400	2.6020599913279625
94087	dwilding	400	2.6020599913279625
94088	MiyaPapaya	400	2.6020599913279625
94089	juanrebolledog	400	2.6020599913279625
94090	chemoish	400	2.6020599913279625
94091	WarLion	400	2.6020599913279625
94092	imploding	400	2.6020599913279625
94093	dstaley	400	2.6020599913279625
94094	vxsx	400	2.6020599913279625
94095	KillzoneKid	400	2.6020599913279625
94096	mbatilando	400	2.6020599913279625
94097	weaverba137	400	2.6020599913279625
94098	dunst	400	2.6020599913279625
94099	pavelzaitsau	400	2.6020599913279625
94100	cseslam	400	2.6020599913279625
94101	arunganesan	400	2.6020599913279625
94102	ggerard	400	2.6020599913279625
94103	pragma-	400	2.6020599913279625
94104	typemytype	400	2.6020599913279625
94105	DieBuche	400	2.6020599913279625
94106	ReallyFuzzy	400	2.6020599913279625
94107	olegwtf	400	2.6020599913279625
94108	erosenberg	400	2.6020599913279625
94109	cloudaloe	400	2.6020599913279625
94110	marcelofelix	400	2.6020599913279625
94111	saisa6153	400	2.6020599913279625
94112	gausie	400	2.6020599913279625
94113	mykidong	400	2.6020599913279625
94114	huhamhire	400	2.6020599913279625
94115	mdellavo	400	2.6020599913279625
94116	iloveican	400	2.6020599913279625
94117	FaisalAbid	400	2.6020599913279625
94118	jeffjia	400	2.6020599913279625
94119	ReidCarlberg	400	2.6020599913279625
94120	FVANCOP	400	2.6020599913279625
94121	wnielson	400	2.6020599913279625
94122	jdeal	400	2.6020599913279625
94123	ondfisk	400	2.6020599913279625
94124	BlownFuze	400	2.6020599913279625
94125	enolfc	400	2.6020599913279625
94126	mopitz199	400	2.6020599913279625
94127	iuranemo	400	2.6020599913279625
94128	zhangtai	400	2.6020599913279625
94129	macklin	400	2.6020599913279625
94130	fireyang	400	2.6020599913279625
94131	vmelnik-ukraine	400	2.6020599913279625
94132	armstrtw	400	2.6020599913279625
94133	cabotmoose	400	2.6020599913279625
94134	edgabaldi	400	2.6020599913279625
94135	vickyclitheroe	400	2.6020599913279625
94136	codelurker	400	2.6020599913279625
94137	AlephTav	400	2.6020599913279625
94138	kelseyq	400	2.6020599913279625
94139	migtorres	400	2.6020599913279625
94140	ljrpicasso	400	2.6020599913279625
94141	samatdf	400	2.6020599913279625
94142	rebeccashen	400	2.6020599913279625
94143	carterjones	400	2.6020599913279625
94144	gimunu	400	2.6020599913279625
94145	joet3ch	400	2.6020599913279625
94146	ippo615	400	2.6020599913279625
94147	gbeauvoir	400	2.6020599913279625
94148	pmembrey	400	2.6020599913279625
94149	skomputer	400	2.6020599913279625
94150	finngaida	400	2.6020599913279625
94151	bryantp	400	2.6020599913279625
94152	zomeki	399	2.6009728956867484
94153	Joosakur	399	2.6009728956867484
94154	tezro	399	2.6009728956867484
94155	d12andpe	399	2.6009728956867484
94156	tdcook	399	2.6009728956867484
94157	schnabear	399	2.6009728956867484
94158	kdopen	399	2.6009728956867484
94159	dj-nitehawk	399	2.6009728956867484
94160	GeorgX	399	2.6009728956867484
94161	plaprade	399	2.6009728956867484
94162	jolynnwilliams04	399	2.6009728956867484
94163	kaydarla	399	2.6009728956867484
94164	kimble	399	2.6009728956867484
94165	zyberspace	399	2.6009728956867484
94166	cades	399	2.6009728956867484
94167	agile6v	399	2.6009728956867484
94168	abefrandsen	399	2.6009728956867484
94169	paquitodev	399	2.6009728956867484
94170	iantmoore	399	2.6009728956867484
94171	sambaek	399	2.6009728956867484
94172	cooncesean	399	2.6009728956867484
94173	connorblack	399	2.6009728956867484
94174	luismfonseca	399	2.6009728956867484
94175	masatanish	399	2.6009728956867484
94176	hotwolt	399	2.6009728956867484
94177	Bayk	399	2.6009728956867484
94178	pancho1313	399	2.6009728956867484
94179	sagifogel	399	2.6009728956867484
94180	ElvishJerricco	399	2.6009728956867484
94181	garo	399	2.6009728956867484
94182	pdbartsch	399	2.6009728956867484
94183	wilden	399	2.6009728956867484
94184	youssif	399	2.6009728956867484
94185	kamn	399	2.6009728956867484
94186	kloun	399	2.6009728956867484
94187	drapostolos	399	2.6009728956867484
94188	defrance69	399	2.6009728956867484
94189	sam12428	399	2.6009728956867484
94190	exynospedia	399	2.6009728956867484
94191	dodecaphonic	399	2.6009728956867484
94192	NinjaTux	399	2.6009728956867484
94193	p1nox	399	2.6009728956867484
94194	dpapathanasiou	399	2.6009728956867484
94195	oskbor	399	2.6009728956867484
94196	mailgpa	399	2.6009728956867484
94197	tomita103	399	2.6009728956867484
94198	ninowalker	399	2.6009728956867484
94199	scottohara	399	2.6009728956867484
94200	Sinled	399	2.6009728956867484
